case_id,turn_number,speaker,content,is_issue,scenario,model,issue_type
DouBao_case_2,2,客户,我想查询一下我的订单状态。,False,订单状态查询,DouBao,
DouBao_case_2,3,客服,好的，请您提供一下您的订单号，我帮您查询一下。,False,订单状态查询,DouBao,
DouBao_case_2,4,客户,我的订单号是123456789。,False,订单状态查询,DouBao,
DouBao_case_2,5,客服,好的，我帮您查询到您的订单目前状态是已发货，正在运输中。,False,订单状态查询,DouBao,
DouBao_case_2,6,客户,那大概什么时候能到呢？,False,订单状态查询,DouBao,
DouBao_case_2,7,客服,一般情况下，发货后3-5个工作日可以送达，您可以通过快递单号在快递公司的官方网站上查询物流信息。,False,订单状态查询,DouBao,
DouBao_case_2,8,客户,好的，谢谢。,False,订单状态查询,DouBao,
DouBao_case_2,9,客服,不客气，请问您还有其他问题吗？,False,订单状态查询,DouBao,
DouBao_case_2,10,客户,我之前买的一个产品有质量问题，怎么办？,True,订单状态查询,DouBao,售后
DouBao_case_2,11,客服,非常抱歉给您带来了不好的购物体验，请您提供一下产品的相关信息和问题描述，我会帮您处理。,False,订单状态查询,DouBao,
DouBao_case_2,12,客户,我买的是一件衣服，领口的扣子掉了。,True,订单状态查询,DouBao,售后
DouBao_case_2,13,客服,好的，这种情况您可以在订单详情页面中申请售后服务，选择质量问题，然后上传相关的照片，我们会在收到申请后尽快为您处理。,False,订单状态查询,DouBao,
DouBao_case_2,14,客户,我已经申请了，什么时候能处理好呢？,False,订单状态查询,DouBao,
DouBao_case_2,15,客服,一般情况下，我们会在1-2个工作日内处理您的售后申请，您可以在订单详情页面中查看处理进度。,False,订单状态查询,DouBao,
DouBao_case_2,16,客户,好的，谢谢。,False,订单状态查询,DouBao,
DouBao_case_2,17,客服,不客气，请问您还有其他问题吗？,False,订单状态查询,DouBao,
DouBao_case_2,18,客户,我还有一个订单，一直没有收到货。,True,订单状态查询,DouBao,订单问题
DouBao_case_2,19,客服,请您提供一下这个订单的订单号，我帮您查询一下。,False,订单状态查询,DouBao,
DouBao_case_2,20,客户,订单号是987654321。,False,订单状态查询,DouBao,
DouBao_case_2,21,客服,好的，我帮您查询到这个订单的物流信息显示已经签收了，您可以再确认一下是不是家人或者同事帮您代收了。,False,订单状态查询,DouBao,
DouBao_case_2,22,客户,我问过了，没有人代收。,True,订单状态查询,DouBao,订单问题
DouBao_case_2,23,客服,那可能是快递在投递过程中出现了问题，您可以联系快递公司进行查询和处理。,False,订单状态查询,DouBao,
DouBao_case_2,24,客户,我联系过了，快递公司说他们也不知道怎么回事。,True,订单状态查询,DouBao,订单问题
DouBao_case_2,25,客服,非常抱歉给您带来了这么多麻烦，您可以提供一下您的收货地址和联系方式，我会帮您反馈给相关部门进行处理。,False,订单状态查询,DouBao,
DouBao_case_2,26,客户,我的收货地址是XX省XX市XX区XX街道XX号，联系方式是138xxxxxxxx。,False,订单状态查询,DouBao,
DouBao_case_2,27,客服,好的，我已经帮您反馈给相关部门了，他们会尽快与您联系并处理这个问题。,False,订单状态查询,DouBao,
DouBao_case_2,28,客户,那我什么时候能收到货呢？,False,订单状态查询,DouBao,
DouBao_case_2,29,客服,由于这个问题需要快递公司和相关部门进行核实和处理，具体的到货时间我暂时无法确定，还请您耐心等待一下。,False,订单状态查询,DouBao,
DouBao_case_2,30,客户,好吧，希望能尽快解决。,False,订单状态查询,DouBao,
DouBao_case_2,31,客服,您放心，我们会督促相关部门尽快处理这个问题的。请问您还有其他问题吗？,False,订单状态查询,DouBao,
DouBao_case_2,32,客户,没有了，谢谢。,False,订单状态查询,DouBao,
DouBao_case_2,33,客服,不客气，感谢您对我们电商平台的支持和信任，如果以后还有什么问题，欢迎随时联系我们。,False,订单状态查询,DouBao,
DouBao_case_2,1,客服,您好，欢迎来到我们的电商平台客服中心，请问有什么可以帮您的？,False,订单状态查询,DouBao,
DouBao_case_2,2,客户,我想查询一下我的订单状态。,False,订单状态查询,DouBao,
DouBao_case_2,3,客服,好的，请您提供一下您的订单号，我帮您查询一下。,False,订单状态查询,DouBao,
DouBao_case_2,4,客户,我的订单号是123456789。,False,订单状态查询,DouBao,
DouBao_case_2,5,客服,好的，我已经查询到您的订单了。您的订单目前处于已发货状态，正在运输中。,False,订单状态查询,DouBao,
DouBao_case_2,6,客户,哦，那大概什么时候能到呢？,False,订单状态查询,DouBao,
DouBao_case_2,7,客服,根据物流信息显示，您的订单预计在明天下午到达您的收货地址。不过，由于物流运输可能会受到一些不可控因素的影响，具体到达时间还请您以实际情况为准。,False,订单状态查询,DouBao,
DouBao_case_2,8,客户,好的，谢谢。还有一个问题，我买的这个东西质量怎么样啊？,False,订单状态查询,DouBao,咨询
DouBao_case_2,9,客服,您购买的这款产品是我们平台的畅销款，质量是非常有保障的。我们的供应商都是经过严格筛选的，并且我们也会对产品进行质量检测，确保每一个产品都符合我们的质量标准。,False,订单状态查询,DouBao,
DouBao_case_2,10,客户,哦，那如果我收到货后发现有质量问题怎么办呢？,True,订单状态查询,DouBao,售后
DouBao_case_2,11,客服,如果您收到货后发现有质量问题，您可以在7天内联系我们的客服，我们会为您提供退换货服务。您只需要提供相关的证据，比如照片或者视频，我们会尽快为您处理。,False,订单状态查询,DouBao,
DouBao_case_2,12,客户,好的，谢谢。那我怎么联系你们的客服呢？,False,订单状态查询,DouBao,
DouBao_case_2,13,客服,您可以通过我们平台的在线客服系统联系我们，也可以拨打我们的客服电话。我们的客服团队会24小时为您服务的。,False,订单状态查询,DouBao,
DouBao_case_2,14,客户,好的，谢谢。那我还有一个问题，我之前在你们平台上买的东西，怎么没有收到发票呢？,True,订单状态查询,DouBao,售后
DouBao_case_2,15,客服,请问您当时购买商品的时候是否选择了开具发票呢？,False,订单状态查询,DouBao,
DouBao_case_2,16,客户,我记得我是选择了的呀。,True,订单状态查询,DouBao,售后
DouBao_case_2,17,客服,那麻烦您提供一下当时的订单截图，我帮您核实一下具体情况。,False,订单状态查询,DouBao,
DouBao_case_2,18,客户,好的，我现在就发给你。,False,订单状态查询,DouBao,
DouBao_case_2,19,客服,好的，我已经收到您的截图了，正在为您核实，请您稍等一下。,False,订单状态查询,DouBao,
DouBao_case_2,20,客户,好的。,False,订单状态查询,DouBao,
DouBao_case_2,21,客服,非常抱歉，经过核实，发现是我们这边的工作人员疏忽了，没有给您开具发票。我们会尽快为您补开发票并寄送给您，给您带来的不便，还请您谅解。,True,订单状态查询,DouBao,投诉
DouBao_case_2,22,客户,好吧，那你们尽快吧。,False,订单状态查询,DouBao,
DouBao_case_2,23,客服,好的，再次向您表示歉意。请问您还有其他问题吗？,False,订单状态查询,DouBao,
DouBao_case_2,24,客户,没有了，谢谢。,False,订单状态查询,DouBao,
DouBao_case_2,25,客服,不客气，很高兴能为您服务。如果您以后还有什么问题，欢迎随时联系我们。,False,订单状态查询,DouBao,
DouBao_case_2,26,客户,好的，再见。,False,订单状态查询,DouBao,
DouBao_case_2,27,客服,再见。,,订单状态查询,DouBao,
DouBao_case_3,1,客户,你好，我想咨询一下关于退换货的问题。,True,退换货处理,DouBao,售后
DouBao_case_3,2,客服,您好，很乐意为您服务。请问您是遇到了什么退换货的问题呢？,False,退换货处理,DouBao,
DouBao_case_3,3,客户,我之前在你们平台买了一件衣服，但是收到后发现尺码不合适。,True,退换货处理,DouBao,售后
DouBao_case_3,4,客户,我想换一个大一点的尺码。,True,退换货处理,DouBao,售后
DouBao_case_3,5,客服,好的，麻烦您提供一下订单号和需要更换的尺码，我帮您核实一下。,False,退换货处理,DouBao,
DouBao_case_3,6,客户,订单号是123456789，我要换一个XL的尺码。,False,退换货处理,DouBao,
DouBao_case_3,7,客服,好的，我已经核实过了，您的订单符合退换货政策。,False,退换货处理,DouBao,
DouBao_case_3,8,客服,麻烦您将商品寄回我们的仓库，寄回的运费需要您先垫付哦。,True,退换货处理,DouBao,售后
DouBao_case_3,9,客户,那寄回的地址是哪里呢？,True,退换货处理,DouBao,售后
DouBao_case_3,10,客服,请您将商品寄到以下地址：XX省XX市XX区XX街道XX号，收件人：客服中心，联系电话：123456789。,False,退换货处理,DouBao,
DouBao_case_3,11,客户,好的，我知道了。,False,退换货处理,DouBao,
DouBao_case_3,12,客服,在寄回商品时，请您务必在包裹内附上一张纸条，注明您的订单号、姓名、联系方式以及需要更换的尺码哦。,True,退换货处理,DouBao,售后
DouBao_case_3,13,客户,哦，好的，我会注意的。,False,退换货处理,DouBao,
DouBao_case_3,14,客服,商品寄回后，我们会在收到包裹的3个工作日内为您处理换货事宜。,True,退换货处理,DouBao,售后
DouBao_case_3,15,客服,处理完成后，我们会尽快为您安排发货，您可以在订单详情中查看物流信息。,False,退换货处理,DouBao,
DouBao_case_3,16,客户,那我什么时候能收到换好的衣服呢？,True,退换货处理,DouBao,售后
DouBao_case_3,17,客服,这个取决于您选择的快递方式哦。一般情况下，发货后3-7个工作日内您就可以收到商品了。,False,退换货处理,DouBao,
DouBao_case_3,18,客户,好的，我知道了。,False,退换货处理,DouBao,
DouBao_case_3,19,客户,对了，如果我不想换了，想退货可以吗？,True,退换货处理,DouBao,售后
DouBao_case_3,20,客服,当然可以的呢，只要您的商品符合我们的退货政策。,False,退换货处理,DouBao,
DouBao_case_3,21,客服,麻烦您告诉我一下您想退货的原因呢？,True,退换货处理,DouBao,售后
DouBao_case_3,22,客户,就是觉得这件衣服不太适合我。,True,退换货处理,DouBao,售后
DouBao_case_3,23,客服,好的，了解了。退货流程和换货流程是一样的哦，您将商品寄回仓库后，我们会在收到包裹的3个工作日内为您处理退款事宜。,True,退换货处理,DouBao,售后
DouBao_case_3,24,客服,退款会原路返回至您支付时使用的账户，请注意查收哦。,False,退换货处理,DouBao,
DouBao_case_3,25,客户,那退货的运费也是我自己承担吗？,True,退换货处理,DouBao,售后
DouBao_case_3,26,客服,如果是因为商品本身的质量问题或者我们的失误导致的退货，运费是由我们来承担的哦。,False,退换货处理,DouBao,
DouBao_case_3,27,客服,但如果是您个人原因导致的退货，比如您不喜欢、尺码不合适等，运费就需要您自己承担了呢。,True,退换货处理,DouBao,售后
DouBao_case_3,28,客户,哦，好的，我知道了。,False,退换货处理,DouBao,售后
DouBao_case_3,29,客户,那我现在就把衣服寄回去吧。,False,退换货处理,DouBao,
DouBao_case_3,30,客服,好的呢，麻烦您寄回后告知我一下快递单号哦，我帮您跟进一下物流信息。,True,退换货处理,DouBao,售后
DouBao_case_3,31,客户,好的，我会的。,False,退换货处理,DouBao,
DouBao_case_3,32,客服,非常感谢您的理解和配合，如果您还有其他问题，随时可以联系我们哦。,False,退换货处理,DouBao,
DouBao_case_3,33,客户,好的，谢谢。,False,退换货处理,DouBao,
DouBao_case_3,34,客服,不客气，祝您生活愉快！,False,退换货处理,DouBao,
DouBao_case_1,1,客服,您好，欢迎来到我们的电商平台，请问有什么可以帮助您的吗？,False,产品咨询和购买,DouBao,
DouBao_case_1,2,客户,我想买一款手机，你们这里有哪些品牌和型号可供选择呢？,False,产品咨询和购买,DouBao,
DouBao_case_1,3,客服,我们平台上有众多知名品牌的手机，像苹果、华为、小米、OPPO、vivo等等，型号也是非常丰富的。您可以根据自己的需求和预算进行选择。,False,产品咨询和购买,DouBao,
DouBao_case_1,4,客户,那苹果手机最新款是哪一款呢？价格大概是多少？,False,产品咨询和购买,DouBao,
DouBao_case_1,5,客户,苹果手机最新款是iPhone 15系列哦，不同型号和配置的价格会有所不同呢。基础款的价格大概在5000元左右起售哦。,False,产品咨询和购买,DouBao,
DouBao_case_1,6,客户,嗯，那它的主要特点和功能有哪些呢？,False,产品咨询和购买,DouBao,
DouBao_case_1,7,客服,iPhone 15系列在性能方面有了很大的提升哦，搭载了最新的A16仿生芯片，运行速度非常快呢。而且它的相机功能也很出色，拍照效果非常好。另外，它还支持5G网络，上网速度也更快了呢。,False,产品咨询和购买,DouBao,
DouBao_case_1,8,客户,听起来还不错，那它的电池续航能力怎么样呢？,False,产品咨询和购买,DouBao,
DouBao_case_1,9,客服,iPhone 15系列的电池续航能力也有了一定的提升哦。具体的续航时间会根据您的使用习惯和频率有所不同呢。不过一般来说，正常使用一天是没有问题的哦。,False,产品咨询和购买,DouBao,
DouBao_case_1,10,客户,好的，我再考虑考虑吧。对了，如果我在你们这里购买手机，多久能收到货呢？,False,产品咨询和购买,DouBao,
DouBao_case_1,11,客服,这取决于您所在的地区和选择的配送方式哦。一般来说，我们会在您下单后的24小时内为您发货，如果您选择的是加急配送，那么可能会更快收到货哦。,False,产品咨询和购买,DouBao,
DouBao_case_1,12,客户,好的，了解了。那如果我收到手机后发现有质量问题，该怎么办呢？,True,产品咨询和购买,DouBao,售后
DouBao_case_1,13,客服,如果您收到手机后发现有质量问题，您可以在7天内联系我们的客服申请退换货哦。我们会为您提供免费的退换货服务的，请您放心。,False,产品咨询和购买,DouBao,
DouBao_case_1,14,客户,好的，那退换货的流程是怎样的呢？,False,产品咨询和购买,DouBao,
DouBao_case_1,15,客服,您可以先在我们的平台上提交退换货申请，然后我们的客服会在1-2个工作日内为您审核。审核通过后，您需要将手机寄回给我们，我们收到手机后会为您进行检测。如果确实存在质量问题，我们会为您安排退换货的哦。,False,产品咨询和购买,DouBao,
DouBao_case_1,16,客户,好的，明白了。那我如果在使用过程中遇到了其他问题，该怎么联系你们呢？,False,产品咨询和购买,DouBao,
DouBao_case_1,17,客户,您可以随时联系我们的客服哦，我们的客服热线是400-xxxx-xxxx，也可以在我们的平台上在线咨询客服呢。我们会竭诚为您服务的。,False,产品咨询和购买,DouBao,
DouBao_case_1,18,客户,好的，谢谢。我再考虑一下吧。,False,产品咨询和购买,DouBao,
DouBao_case_1,19,客服,好的，非常感谢您的咨询。如果您有任何问题，随时都可以联系我们哦。,False,产品咨询和购买,DouBao,
DouBao_case_1,20,客户,我想起来了，我之前在你们这里下了一个订单，但是一直没有收到发货通知，这是怎么回事呢？,True,产品咨询和购买,DouBao,订单问题
DouBao_case_1,21,客服,麻烦您提供一下订单号，我帮您查询一下呢。,False,产品咨询和购买,DouBao,
DouBao_case_1,22,客户,订单号是1234567890,False,产品咨询和购买,DouBao,
DouBao_case_1,23,客服,好的，我帮您查一下……您的订单目前处于备货状态哦，我们会尽快为您发货的，请您耐心等待一下呢。,False,产品咨询和购买,DouBao,
DouBao_case_1,24,客户,备货状态？那还要多久才能发货呢？,False,产品咨询和购买,DouBao,
DouBao_case_1,25,客服,这个具体的时间我这边也不太确定呢，不过一般情况下，备货时间不会超过3个工作日哦。您可以随时关注订单状态，我们会在发货后第一时间为您发送发货通知的呢。,False,产品咨询和购买,DouBao,
DouBao_case_1,26,客户,好吧，那我再等等吧。对了，我可以取消这个订单吗？,True,产品咨询和购买,DouBao,订单问题
DouBao_case_1,27,客户,如果您的订单还没有发货，是可以取消的哦。您可以在我们的平台上直接操作取消订单呢。,False,产品咨询和购买,DouBao,
